Start date;End date;Total (grid load) [MWh] Original resolutions;Residual load [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions
Jan 1, 2023 12:00 AM;Jan 1, 2023 12:15 AM;9,720.75;1,890.25;424.75
Jan 1, 2023 12:15 AM;Jan 1, 2023 12:30 AM;9,641.25;1,739.25;443.50
Jan 1, 2023 12:30 AM;Jan 1, 2023 12:45 AM;9,609.50;1,490.00;546.25
Jan 1, 2023 12:45 AM;Jan 1, 2023 1:00 AM;9,565.00;1,646.00;519.00
Jan 1, 2023 1:00 AM;Jan 1, 2023 1:15 AM;9,473.50;1,365.75;222.50
Jan 1, 2023 1:15 AM;Jan 1, 2023 1:30 AM;9,448.00;1,216.50;383.25
Jan 1, 2023 1:30 AM;Jan 1, 2023 1:45 AM;9,550.25;1,346.50;653.25
Jan 1, 2023 1:45 AM;Jan 1, 2023 2:00 AM;9,463.75;1,114.75;766.50
Jan 1, 2023 2:00 AM;Jan 1, 2023 2:15 AM;9,358.50;1,119.25;764.75
Jan 1, 2023 2:15 AM;Jan 1, 2023 2:30 AM;9,306.00;917.00;863.50
Jan 1, 2023 2:30 AM;Jan 1, 2023 2:45 AM;9,250.75;1,051.25;943.50
Jan 1, 2023 2:45 AM;Jan 1, 2023 3:00 AM;9,188.00;906.25;1,065.00
Jan 1, 2023 3:00 AM;Jan 1, 2023 3:15 AM;9,140.50;1,308.00;1,078.25
Jan 1, 2023 3:15 AM;Jan 1, 2023 3:30 AM;9,012.25;1,358.25;1,113.00
Jan 1, 2023 3:30 AM;Jan 1, 2023 3:45 AM;8,989.25;1,455.25;1,106.25
Jan 1, 2023 3:45 AM;Jan 1, 2023 4:00 AM;8,997.50;1,545.25;1,088.00
Jan 1, 2023 4:00 AM;Jan 1, 2023 4:15 AM;8,962.75;1,402.25;1,084.50
Jan 1, 2023 4:15 AM;Jan 1, 2023 4:30 AM;8,911.25;1,414.25;1,097.50
Jan 1, 2023 4:30 AM;Jan 1, 2023 4:45 AM;8,906.00;1,472.50;1,128.25
Jan 1, 2023 4:45 AM;Jan 1, 2023 5:00 AM;8,931.50;1,520.00;1,101.25
Jan 1, 2023 5:00 AM;Jan 1, 2023 5:15 AM;8,970.00;1,291.25;1,240.25
Jan 1, 2023 5:15 AM;Jan 1, 2023 5:30 AM;8,969.00;1,425.50;1,194.75
Jan 1, 2023 5:30 AM;Jan 1, 2023 5:45 AM;8,979.00;1,525.50;1,129.50
Jan 1, 2023 5:45 AM;Jan 1, 2023 6:00 AM;8,936.25;1,475.50;1,145.50
Jan 1, 2023 6:00 AM;Jan 1, 2023 6:15 AM;8,841.25;1,301.00;1,329.00
Jan 1, 2023 6:15 AM;Jan 1, 2023 6:30 AM;8,887.75;1,415.50;1,347.50
Jan 1, 2023 6:30 AM;Jan 1, 2023 6:45 AM;8,828.75;1,367.75;1,321.00
Jan 1, 2023 6:45 AM;Jan 1, 2023 7:00 AM;8,840.00;1,421.00;1,289.25
Jan 1, 2023 7:00 AM;Jan 1, 2023 7:15 AM;9,002.00;1,295.50;1,122.75
Jan 1, 2023 7:15 AM;Jan 1, 2023 7:30 AM;9,054.25;1,409.75;1,045.00
Jan 1, 2023 7:30 AM;Jan 1, 2023 7:45 AM;9,112.00;1,446.00;982.25
Jan 1, 2023 7:45 AM;Jan 1, 2023 8:00 AM;9,168.25;1,581.75;930.50
Jan 1, 2023 8:00 AM;Jan 1, 2023 8:15 AM;9,100.50;1,615.50;895.25
Jan 1, 2023 8:15 AM;Jan 1, 2023 8:30 AM;9,171.50;1,679.25;929.50
Jan 1, 2023 8:30 AM;Jan 1, 2023 8:45 AM;9,303.25;1,809.00;799.75
Jan 1, 2023 8:45 AM;Jan 1, 2023 9:00 AM;9,410.50;1,830.50;761.75
Jan 1, 2023 9:00 AM;Jan 1, 2023 9:15 AM;9,560.75;1,808.75;554.25
Jan 1, 2023 9:15 AM;Jan 1, 2023 9:30 AM;9,786.50;1,838.75;569.75
Jan 1, 2023 9:30 AM;Jan 1, 2023 9:45 AM;9,954.75;1,893.25;538.25
Jan 1, 2023 9:45 AM;Jan 1, 2023 10:00 AM;10,087.75;1,877.50;657.25
Jan 1, 2023 10:00 AM;Jan 1, 2023 10:15 AM;10,021.25;1,591.75;468.75
Jan 1, 2023 10:15 AM;Jan 1, 2023 10:30 AM;10,188.25;1,699.50;489.75
Jan 1, 2023 10:30 AM;Jan 1, 2023 10:45 AM;10,399.25;1,878.50;472.00
Jan 1, 2023 10:45 AM;Jan 1, 2023 11:00 AM;10,562.00;2,009.75;434.75
Jan 1, 2023 11:00 AM;Jan 1, 2023 11:15 AM;10,692.00;2,067.25;408.50
Jan 1, 2023 11:15 AM;Jan 1, 2023 11:30 AM;10,946.50;2,194.50;311.50
Jan 1, 2023 11:30 AM;Jan 1, 2023 11:45 AM;11,093.50;2,188.00;296.50
Jan 1, 2023 11:45 AM;Jan 1, 2023 12:00 PM;11,117.00;2,179.00;287.25
Jan 1, 2023 12:00 PM;Jan 1, 2023 12:15 PM;11,120.50;2,374.50;311.50
Jan 1, 2023 12:15 PM;Jan 1, 2023 12:30 PM;11,145.00;2,586.75;279.50
Jan 1, 2023 12:30 PM;Jan 1, 2023 12:45 PM;11,080.75;2,655.50;250.00
Jan 1, 2023 12:45 PM;Jan 1, 2023 1:00 PM;10,985.50;2,600.75;322.75
Jan 1, 2023 1:00 PM;Jan 1, 2023 1:15 PM;11,018.50;2,623.25;489.00
Jan 1, 2023 1:15 PM;Jan 1, 2023 1:30 PM;10,962.75;2,751.00;462.50
Jan 1, 2023 1:30 PM;Jan 1, 2023 1:45 PM;10,916.25;2,997.25;323.75
Jan 1, 2023 1:45 PM;Jan 1, 2023 2:00 PM;10,849.75;3,135.00;319.25
Jan 1, 2023 2:00 PM;Jan 1, 2023 2:15 PM;10,844.00;2,563.00;652.00
Jan 1, 2023 2:15 PM;Jan 1, 2023 2:30 PM;10,828.25;2,622.75;566.50
Jan 1, 2023 2:30 PM;Jan 1, 2023 2:45 PM;10,884.50;3,043.00;398.00
Jan 1, 2023 2:45 PM;Jan 1, 2023 3:00 PM;10,840.25;3,112.50;193.25
Jan 1, 2023 3:00 PM;Jan 1, 2023 3:15 PM;10,952.25;3,091.50;438.75
Jan 1, 2023 3:15 PM;Jan 1, 2023 3:30 PM;10,892.75;3,055.50;371.75
Jan 1, 2023 3:30 PM;Jan 1, 2023 3:45 PM;10,950.75;3,321.00;101.75
Jan 1, 2023 3:45 PM;Jan 1, 2023 4:00 PM;10,972.50;3,585.00;35.75
Jan 1, 2023 4:00 PM;Jan 1, 2023 4:15 PM;11,156.00;4,010.25;51.75
Jan 1, 2023 4:15 PM;Jan 1, 2023 4:30 PM;11,306.50;4,350.00;104.00
Jan 1, 2023 4:30 PM;Jan 1, 2023 4:45 PM;11,486.50;4,649.00;81.25
Jan 1, 2023 4:45 PM;Jan 1, 2023 5:00 PM;11,726.50;5,008.25;39.75
Jan 1, 2023 5:00 PM;Jan 1, 2023 5:15 PM;12,041.25;5,425.50;37.25
Jan 1, 2023 5:15 PM;Jan 1, 2023 5:30 PM;12,143.25;5,555.25;36.75
Jan 1, 2023 5:30 PM;Jan 1, 2023 5:45 PM;12,245.75;5,669.25;36.75
Jan 1, 2023 5:45 PM;Jan 1, 2023 6:00 PM;12,270.25;5,683.00;35.00
Jan 1, 2023 6:00 PM;Jan 1, 2023 6:15 PM;12,273.50;5,764.50;82.00
Jan 1, 2023 6:15 PM;Jan 1, 2023 6:30 PM;12,226.50;5,790.25;89.00
Jan 1, 2023 6:30 PM;Jan 1, 2023 6:45 PM;12,148.00;5,734.50;93.75
Jan 1, 2023 6:45 PM;Jan 1, 2023 7:00 PM;12,039.25;5,676.75;78.50
Jan 1, 2023 7:00 PM;Jan 1, 2023 7:15 PM;12,023.00;5,715.75;93.00
Jan 1, 2023 7:15 PM;Jan 1, 2023 7:30 PM;11,925.25;5,597.50;131.50
Jan 1, 2023 7:30 PM;Jan 1, 2023 7:45 PM;11,812.00;5,514.50;91.50
Jan 1, 2023 7:45 PM;Jan 1, 2023 8:00 PM;11,631.00;5,391.75;97.50
Jan 1, 2023 8:00 PM;Jan 1, 2023 8:15 PM;11,500.75;5,245.25;40.75
Jan 1, 2023 8:15 PM;Jan 1, 2023 8:30 PM;11,319.75;5,053.50;56.50
Jan 1, 2023 8:30 PM;Jan 1, 2023 8:45 PM;11,122.25;4,847.50;139.00
Jan 1, 2023 8:45 PM;Jan 1, 2023 9:00 PM;10,934.75;4,577.00;295.00
Jan 1, 2023 9:00 PM;Jan 1, 2023 9:15 PM;10,929.50;4,402.00;60.75
Jan 1, 2023 9:15 PM;Jan 1, 2023 9:30 PM;10,832.75;4,397.75;73.50
Jan 1, 2023 9:30 PM;Jan 1, 2023 9:45 PM;10,759.00;4,430.00;137.25
Jan 1, 2023 9:45 PM;Jan 1, 2023 10:00 PM;10,714.50;4,478.00;203.25
Jan 1, 2023 10:00 PM;Jan 1, 2023 10:15 PM;10,814.75;4,732.00;70.25
Jan 1, 2023 10:15 PM;Jan 1, 2023 10:30 PM;10,692.25;4,752.25;57.00
Jan 1, 2023 10:30 PM;Jan 1, 2023 10:45 PM;10,531.50;4,701.75;50.00
Jan 1, 2023 10:45 PM;Jan 1, 2023 11:00 PM;10,306.50;4,534.50;86.75
Jan 1, 2023 11:00 PM;Jan 1, 2023 11:15 PM;10,126.50;4,365.75;58.00
Jan 1, 2023 11:15 PM;Jan 1, 2023 11:30 PM;9,862.75;4,109.25;114.50
Jan 1, 2023 11:30 PM;Jan 1, 2023 11:45 PM;9,667.25;3,903.50;262.00
Jan 1, 2023 11:45 PM;Jan 2, 2023 12:00 AM;9,504.50;3,818.50;468.75
Jan 2, 2023 12:00 AM;Jan 2, 2023 12:15 AM;9,411.75;3,839.00;572.25
Jan 2, 2023 12:15 AM;Jan 2, 2023 12:30 AM;9,336.00;3,889.75;827.75
Jan 2, 2023 12:30 AM;Jan 2, 2023 12:45 AM;9,161.00;3,875.00;966.50
Jan 2, 2023 12:45 AM;Jan 2, 2023 1:00 AM;9,038.00;3,858.25;1,019.25
Jan 2, 2023 1:00 AM;Jan 2, 2023 1:15 AM;8,954.25;3,735.00;924.25
Jan 2, 2023 1:15 AM;Jan 2, 2023 1:30 AM;8,869.50;3,605.75;1,069.50
Jan 2, 2023 1:30 AM;Jan 2, 2023 1:45 AM;8,868.50;3,650.25;1,083.00
Jan 2, 2023 1:45 AM;Jan 2, 2023 2:00 AM;8,912.25;3,745.50;1,117.00
Jan 2, 2023 2:00 AM;Jan 2, 2023 2:15 AM;8,891.75;3,496.25;938.00
Jan 2, 2023 2:15 AM;Jan 2, 2023 2:30 AM;8,811.75;3,236.25;1,033.50
Jan 2, 2023 2:30 AM;Jan 2, 2023 2:45 AM;8,849.25;3,258.75;1,110.00
Jan 2, 2023 2:45 AM;Jan 2, 2023 3:00 AM;8,920.50;3,310.00;1,174.25
Jan 2, 2023 3:00 AM;Jan 2, 2023 3:15 AM;8,996.50;3,298.75;1,174.00
Jan 2, 2023 3:15 AM;Jan 2, 2023 3:30 AM;9,013.25;3,187.00;1,297.00
Jan 2, 2023 3:30 AM;Jan 2, 2023 3:45 AM;9,069.75;3,146.75;1,282.25
Jan 2, 2023 3:45 AM;Jan 2, 2023 4:00 AM;9,168.25;3,153.75;1,316.75
Jan 2, 2023 4:00 AM;Jan 2, 2023 4:15 AM;9,284.50;3,090.50;1,138.25
Jan 2, 2023 4:15 AM;Jan 2, 2023 4:30 AM;9,414.25;3,137.00;1,146.75
Jan 2, 2023 4:30 AM;Jan 2, 2023 4:45 AM;9,563.00;3,207.50;1,217.25
Jan 2, 2023 4:45 AM;Jan 2, 2023 5:00 AM;9,722.75;3,205.25;1,297.25
Jan 2, 2023 5:00 AM;Jan 2, 2023 5:15 AM;9,922.25;3,415.50;1,376.25
Jan 2, 2023 5:15 AM;Jan 2, 2023 5:30 AM;10,099.25;3,531.50;1,446.00
Jan 2, 2023 5:30 AM;Jan 2, 2023 5:45 AM;10,343.00;3,650.25;1,303.50
Jan 2, 2023 5:45 AM;Jan 2, 2023 6:00 AM;10,723.25;3,853.00;983.75
Jan 2, 2023 6:00 AM;Jan 2, 2023 6:15 AM;11,298.25;4,235.25;798.75
Jan 2, 2023 6:15 AM;Jan 2, 2023 6:30 AM;11,656.00;4,458.25;907.00
Jan 2, 2023 6:30 AM;Jan 2, 2023 6:45 AM;12,013.25;4,764.25;828.00
Jan 2, 2023 6:45 AM;Jan 2, 2023 7:00 AM;12,271.50;4,951.50;430.50
Jan 2, 2023 7:00 AM;Jan 2, 2023 7:15 AM;12,608.75;5,176.75;337.00
Jan 2, 2023 7:15 AM;Jan 2, 2023 7:30 AM;12,913.50;5,410.25;240.25
Jan 2, 2023 7:30 AM;Jan 2, 2023 7:45 AM;13,261.25;5,619.75;229.00
Jan 2, 2023 7:45 AM;Jan 2, 2023 8:00 AM;13,538.25;5,672.00;170.25
Jan 2, 2023 8:00 AM;Jan 2, 2023 8:15 AM;13,888.75;5,935.00;257.00
Jan 2, 2023 8:15 AM;Jan 2, 2023 8:30 AM;14,007.75;5,974.50;255.00
Jan 2, 2023 8:30 AM;Jan 2, 2023 8:45 AM;14,153.00;5,909.25;245.75
Jan 2, 2023 8:45 AM;Jan 2, 2023 9:00 AM;14,182.50;5,796.25;316.75
Jan 2, 2023 9:00 AM;Jan 2, 2023 9:15 AM;14,294.00;5,687.75;116.25
Jan 2, 2023 9:15 AM;Jan 2, 2023 9:30 AM;14,252.00;5,529.75;156.25
Jan 2, 2023 9:30 AM;Jan 2, 2023 9:45 AM;14,379.25;5,591.75;177.50
Jan 2, 2023 9:45 AM;Jan 2, 2023 10:00 AM;14,515.75;5,645.00;215.50
Jan 2, 2023 10:00 AM;Jan 2, 2023 10:15 AM;14,581.50;5,671.75;69.50
Jan 2, 2023 10:15 AM;Jan 2, 2023 10:30 AM;14,678.00;5,631.00;110.50
Jan 2, 2023 10:30 AM;Jan 2, 2023 10:45 AM;14,811.00;5,776.75;116.75
Jan 2, 2023 10:45 AM;Jan 2, 2023 11:00 AM;14,937.00;5,860.25;50.50
Jan 2, 2023 11:00 AM;Jan 2, 2023 11:15 AM;14,885.00;5,623.25;3.50
Jan 2, 2023 11:15 AM;Jan 2, 2023 11:30 AM;15,086.50;5,720.25;5.75
Jan 2, 2023 11:30 AM;Jan 2, 2023 11:45 AM;15,156.25;5,803.50;38.25
Jan 2, 2023 11:45 AM;Jan 2, 2023 12:00 PM;15,295.25;5,921.50;61.00
Jan 2, 2023 12:00 PM;Jan 2, 2023 12:15 PM;15,400.00;5,962.75;63.50
Jan 2, 2023 12:15 PM;Jan 2, 2023 12:30 PM;15,340.25;5,979.75;75.75
Jan 2, 2023 12:30 PM;Jan 2, 2023 12:45 PM;15,365.75;6,055.50;198.25
Jan 2, 2023 12:45 PM;Jan 2, 2023 1:00 PM;15,289.25;6,036.25;158.00
Jan 2, 2023 1:00 PM;Jan 2, 2023 1:15 PM;15,232.25;5,997.50;87.75
Jan 2, 2023 1:15 PM;Jan 2, 2023 1:30 PM;15,129.50;6,083.25;118.75
Jan 2, 2023 1:30 PM;Jan 2, 2023 1:45 PM;15,098.25;6,229.75;123.25
Jan 2, 2023 1:45 PM;Jan 2, 2023 2:00 PM;14,970.50;6,220.25;100.25
Jan 2, 2023 2:00 PM;Jan 2, 2023 2:15 PM;14,832.25;6,164.00;229.50
Jan 2, 2023 2:15 PM;Jan 2, 2023 2:30 PM;14,776.75;6,184.00;146.00
Jan 2, 2023 2:30 PM;Jan 2, 2023 2:45 PM;14,807.25;6,431.00;44.25
Jan 2, 2023 2:45 PM;Jan 2, 2023 3:00 PM;14,767.75;6,668.25;26.50
Jan 2, 2023 3:00 PM;Jan 2, 2023 3:15 PM;14,871.75;7,051.25;54.00
Jan 2, 2023 3:15 PM;Jan 2, 2023 3:30 PM;14,755.00;7,164.50;46.50
Jan 2, 2023 3:30 PM;Jan 2, 2023 3:45 PM;14,683.25;7,226.75;72.25
Jan 2, 2023 3:45 PM;Jan 2, 2023 4:00 PM;14,697.50;7,267.50;30.75
Jan 2, 2023 4:00 PM;Jan 2, 2023 4:15 PM;14,786.50;7,428.00;75.50
Jan 2, 2023 4:15 PM;Jan 2, 2023 4:30 PM;14,874.25;7,698.00;55.75
Jan 2, 2023 4:30 PM;Jan 2, 2023 4:45 PM;14,939.75;7,782.00;77.25
Jan 2, 2023 4:45 PM;Jan 2, 2023 5:00 PM;15,109.00;7,982.50;47.50
Jan 2, 2023 5:00 PM;Jan 2, 2023 5:15 PM;15,251.75;8,106.75;15.00
Jan 2, 2023 5:15 PM;Jan 2, 2023 5:30 PM;15,221.25;8,045.50;27.50
Jan 2, 2023 5:30 PM;Jan 2, 2023 5:45 PM;15,195.25;7,954.50;64.75
Jan 2, 2023 5:45 PM;Jan 2, 2023 6:00 PM;15,196.00;7,842.00;151.75
Jan 2, 2023 6:00 PM;Jan 2, 2023 6:15 PM;15,204.00;7,868.00;78.75
Jan 2, 2023 6:15 PM;Jan 2, 2023 6:30 PM;15,114.00;7,823.00;63.25
Jan 2, 2023 6:30 PM;Jan 2, 2023 6:45 PM;15,035.00;7,771.50;76.75
Jan 2, 2023 6:45 PM;Jan 2, 2023 7:00 PM;15,049.00;7,726.75;104.75
Jan 2, 2023 7:00 PM;Jan 2, 2023 7:15 PM;14,988.25;7,664.75;57.50
Jan 2, 2023 7:15 PM;Jan 2, 2023 7:30 PM;14,936.75;7,699.50;54.75
Jan 2, 2023 7:30 PM;Jan 2, 2023 7:45 PM;14,785.25;7,615.00;63.50
Jan 2, 2023 7:45 PM;Jan 2, 2023 8:00 PM;14,690.75;7,632.00;65.50
Jan 2, 2023 8:00 PM;Jan 2, 2023 8:15 PM;14,416.50;7,426.00;59.75
Jan 2, 2023 8:15 PM;Jan 2, 2023 8:30 PM;14,098.75;7,102.75;170.25
Jan 2, 2023 8:30 PM;Jan 2, 2023 8:45 PM;13,827.75;6,866.75;233.50
Jan 2, 2023 8:45 PM;Jan 2, 2023 9:00 PM;13,638.75;6,653.75;380.50
Jan 2, 2023 9:00 PM;Jan 2, 2023 9:15 PM;13,547.00;6,683.50;101.75
Jan 2, 2023 9:15 PM;Jan 2, 2023 9:30 PM;13,373.00;6,624.00;116.00
Jan 2, 2023 9:30 PM;Jan 2, 2023 9:45 PM;13,202.75;6,567.00;195.00
Jan 2, 2023 9:45 PM;Jan 2, 2023 10:00 PM;13,011.75;6,466.25;243.00
Jan 2, 2023 10:00 PM;Jan 2, 2023 10:15 PM;12,835.25;6,412.00;28.50
Jan 2, 2023 10:15 PM;Jan 2, 2023 10:30 PM;12,671.00;6,280.50;45.75
Jan 2, 2023 10:30 PM;Jan 2, 2023 10:45 PM;12,451.00;6,097.00;38.00
Jan 2, 2023 10:45 PM;Jan 2, 2023 11:00 PM;12,223.25;5,877.25;143.50
Jan 2, 2023 11:00 PM;Jan 2, 2023 11:15 PM;12,027.75;5,797.50;82.75
Jan 2, 2023 11:15 PM;Jan 2, 2023 11:30 PM;11,876.75;5,671.25;395.50
Jan 2, 2023 11:30 PM;Jan 2, 2023 11:45 PM;11,685.25;5,574.25;524.75
Jan 2, 2023 11:45 PM;Jan 3, 2023 12:00 AM;11,514.25;5,503.25;734.00
Jan 3, 2023 12:00 AM;Jan 3, 2023 12:15 AM;11,302.75;5,429.50;821.50
Jan 3, 2023 12:15 AM;Jan 3, 2023 12:30 AM;11,112.25;5,238.00;945.00
Jan 3, 2023 12:30 AM;Jan 3, 2023 12:45 AM;10,976.75;5,113.50;1,156.50
Jan 3, 2023 12:45 AM;Jan 3, 2023 1:00 AM;10,847.50;5,091.25;1,201.25
Jan 3, 2023 1:00 AM;Jan 3, 2023 1:15 AM;10,711.25;5,067.00;801.00
Jan 3, 2023 1:15 AM;Jan 3, 2023 1:30 AM;10,586.50;4,977.75;922.25
Jan 3, 2023 1:30 AM;Jan 3, 2023 1:45 AM;10,556.75;5,061.50;947.75
Jan 3, 2023 1:45 AM;Jan 3, 2023 2:00 AM;10,549.75;5,103.25;955.25
Jan 3, 2023 2:00 AM;Jan 3, 2023 2:15 AM;10,484.25;5,093.00;1,402.00
Jan 3, 2023 2:15 AM;Jan 3, 2023 2:30 AM;10,435.50;5,192.00;1,401.75
Jan 3, 2023 2:30 AM;Jan 3, 2023 2:45 AM;10,491.00;5,376.50;1,391.75
Jan 3, 2023 2:45 AM;Jan 3, 2023 3:00 AM;10,455.50;5,492.75;1,327.50
Jan 3, 2023 3:00 AM;Jan 3, 2023 3:15 AM;10,445.00;5,573.00;1,393.75
Jan 3, 2023 3:15 AM;Jan 3, 2023 3:30 AM;10,408.25;5,559.75;1,383.00
Jan 3, 2023 3:30 AM;Jan 3, 2023 3:45 AM;10,471.00;5,683.00;1,367.75
Jan 3, 2023 3:45 AM;Jan 3, 2023 4:00 AM;10,526.00;5,804.75;1,279.25
Jan 3, 2023 4:00 AM;Jan 3, 2023 4:15 AM;10,683.25;6,078.25;1,438.25
Jan 3, 2023 4:15 AM;Jan 3, 2023 4:30 AM;10,798.75;6,336.50;1,356.00
Jan 3, 2023 4:30 AM;Jan 3, 2023 4:45 AM;10,962.50;6,500.50;1,309.00
Jan 3, 2023 4:45 AM;Jan 3, 2023 5:00 AM;11,025.25;6,674.75;1,155.00
Jan 3, 2023 5:00 AM;Jan 3, 2023 5:15 AM;11,219.00;7,008.25;925.50
Jan 3, 2023 5:15 AM;Jan 3, 2023 5:30 AM;11,350.75;7,183.00;770.00
Jan 3, 2023 5:30 AM;Jan 3, 2023 5:45 AM;11,496.50;7,394.50;572.25
Jan 3, 2023 5:45 AM;Jan 3, 2023 6:00 AM;11,799.25;7,812.50;443.50
Jan 3, 2023 6:00 AM;Jan 3, 2023 6:15 AM;12,279.25;8,303.50;377.25
Jan 3, 2023 6:15 AM;Jan 3, 2023 6:30 AM;12,519.75;8,580.25;180.00
Jan 3, 2023 6:30 AM;Jan 3, 2023 6:45 AM;12,797.75;8,962.50;105.50
Jan 3, 2023 6:45 AM;Jan 3, 2023 7:00 AM;13,100.50;9,349.50;72.25
Jan 3, 2023 7:00 AM;Jan 3, 2023 7:15 AM;13,511.75;9,801.75;117.75
Jan 3, 2023 7:15 AM;Jan 3, 2023 7:30 AM;13,832.75;10,169.25;143.50
Jan 3, 2023 7:30 AM;Jan 3, 2023 7:45 AM;14,071.00;10,380.25;61.75
Jan 3, 2023 7:45 AM;Jan 3, 2023 8:00 AM;14,267.75;10,635.75;84.75
Jan 3, 2023 8:00 AM;Jan 3, 2023 8:15 AM;14,429.75;10,860.25;47.75
Jan 3, 2023 8:15 AM;Jan 3, 2023 8:30 AM;14,508.75;10,959.50;28.50
Jan 3, 2023 8:30 AM;Jan 3, 2023 8:45 AM;14,601.00;11,073.50;5.00
Jan 3, 2023 8:45 AM;Jan 3, 2023 9:00 AM;14,627.00;10,990.50;4.50
Jan 3, 2023 9:00 AM;Jan 3, 2023 9:15 AM;14,657.25;10,878.25;39.75
Jan 3, 2023 9:15 AM;Jan 3, 2023 9:30 AM;14,798.50;10,954.75;61.75
Jan 3, 2023 9:30 AM;Jan 3, 2023 9:45 AM;14,842.75;10,792.00;62.00
Jan 3, 2023 9:45 AM;Jan 3, 2023 10:00 AM;14,850.00;10,525.00;14.25
Jan 3, 2023 10:00 AM;Jan 3, 2023 10:15 AM;14,869.75;10,381.50;6.00
Jan 3, 2023 10:15 AM;Jan 3, 2023 10:30 AM;14,939.25;10,384.75;2.75
Jan 3, 2023 10:30 AM;Jan 3, 2023 10:45 AM;14,975.75;10,229.75;33.50
Jan 3, 2023 10:45 AM;Jan 3, 2023 11:00 AM;15,079.75;10,180.00;45.50
Jan 3, 2023 11:00 AM;Jan 3, 2023 11:15 AM;15,057.25;10,004.00;37.75
Jan 3, 2023 11:15 AM;Jan 3, 2023 11:30 AM;15,164.50;9,976.75;25.75
Jan 3, 2023 11:30 AM;Jan 3, 2023 11:45 AM;15,258.50;9,964.25;3.25
Jan 3, 2023 11:45 AM;Jan 3, 2023 12:00 PM;15,271.50;9,933.50;2.25
Jan 3, 2023 12:00 PM;Jan 3, 2023 12:15 PM;15,165.75;9,818.25;1.50
Jan 3, 2023 12:15 PM;Jan 3, 2023 12:30 PM;15,137.00;9,844.75;3.50
Jan 3, 2023 12:30 PM;Jan 3, 2023 12:45 PM;15,108.25;9,881.25;4.25
Jan 3, 2023 12:45 PM;Jan 3, 2023 1:00 PM;15,035.50;9,871.25;2.50
Jan 3, 2023 1:00 PM;Jan 3, 2023 1:15 PM;14,865.75;9,801.75;1.00
Jan 3, 2023 1:15 PM;Jan 3, 2023 1:30 PM;14,737.25;9,787.00;2.00
Jan 3, 2023 1:30 PM;Jan 3, 2023 1:45 PM;14,650.50;9,827.75;2.25
Jan 3, 2023 1:45 PM;Jan 3, 2023 2:00 PM;14,640.75;9,949.75;2.50
Jan 3, 2023 2:00 PM;Jan 3, 2023 2:15 PM;14,597.00;10,085.50;3.00
Jan 3, 2023 2:15 PM;Jan 3, 2023 2:30 PM;14,542.00;10,253.50;3.00
Jan 3, 2023 2:30 PM;Jan 3, 2023 2:45 PM;14,495.50;10,369.00;1.25
Jan 3, 2023 2:45 PM;Jan 3, 2023 3:00 PM;14,494.75;10,589.00;1.25
Jan 3, 2023 3:00 PM;Jan 3, 2023 3:15 PM;14,516.50;10,799.00;1.25
Jan 3, 2023 3:15 PM;Jan 3, 2023 3:30 PM;14,428.75;10,923.00;1.25
Jan 3, 2023 3:30 PM;Jan 3, 2023 3:45 PM;14,435.50;11,110.50;1.25
Jan 3, 2023 3:45 PM;Jan 3, 2023 4:00 PM;14,390.00;11,112.00;1.25
Jan 3, 2023 4:00 PM;Jan 3, 2023 4:15 PM;14,572.75;11,355.00;1.25
Jan 3, 2023 4:15 PM;Jan 3, 2023 4:30 PM;14,663.50;11,435.50;1.25
Jan 3, 2023 4:30 PM;Jan 3, 2023 4:45 PM;14,830.50;11,548.00;1.25
Jan 3, 2023 4:45 PM;Jan 3, 2023 5:00 PM;14,989.25;11,570.50;21.75
Jan 3, 2023 5:00 PM;Jan 3, 2023 5:15 PM;15,245.25;11,593.00;40.75
Jan 3, 2023 5:15 PM;Jan 3, 2023 5:30 PM;15,373.75;11,477.00;35.00
Jan 3, 2023 5:30 PM;Jan 3, 2023 5:45 PM;15,516.50;11,377.75;31.50
Jan 3, 2023 5:45 PM;Jan 3, 2023 6:00 PM;15,501.50;11,196.75;32.00
Jan 3, 2023 6:00 PM;Jan 3, 2023 6:15 PM;15,363.25;10,923.25;43.25
Jan 3, 2023 6:15 PM;Jan 3, 2023 6:30 PM;15,332.50;10,724.75;31.75
Jan 3, 2023 6:30 PM;Jan 3, 2023 6:45 PM;15,354.00;10,524.00;60.75
Jan 3, 2023 6:45 PM;Jan 3, 2023 7:00 PM;15,264.50;10,243.50;65.00
Jan 3, 2023 7:00 PM;Jan 3, 2023 7:15 PM;15,149.50;9,967.00;13.75
Jan 3, 2023 7:15 PM;Jan 3, 2023 7:30 PM;14,960.50;9,595.00;7.00
Jan 3, 2023 7:30 PM;Jan 3, 2023 7:45 PM;14,843.75;9,242.50;115.50
Jan 3, 2023 7:45 PM;Jan 3, 2023 8:00 PM;14,666.25;8,906.00;187.75
Jan 3, 2023 8:00 PM;Jan 3, 2023 8:15 PM;14,468.00;8,471.75;52.50
Jan 3, 2023 8:15 PM;Jan 3, 2023 8:30 PM;14,230.75;8,027.50;71.00
Jan 3, 2023 8:30 PM;Jan 3, 2023 8:45 PM;14,038.50;7,627.25;117.00
Jan 3, 2023 8:45 PM;Jan 3, 2023 9:00 PM;13,831.75;7,309.50;210.50
