Start date;End date;Total (grid load) [MWh] Original resolutions;Residual load [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions
Jun 14, 2023 7:00 AM;Jun 14, 2023 7:15 AM;13,711.75;9,911.00;2.25
Jun 14, 2023 7:15 AM;Jun 14, 2023 7:30 AM;13,923.25;9,915.50;2.25
Jun 14, 2023 7:30 AM;Jun 14, 2023 7:45 AM;14,110.75;9,830.50;2.25
Jun 14, 2023 7:45 AM;Jun 14, 2023 8:00 AM;14,282.75;9,631.75;2.25
Jun 14, 2023 8:00 AM;Jun 14, 2023 8:15 AM;14,477.50;9,378.25;2.25
Jun 14, 2023 8:15 AM;Jun 14, 2023 8:30 AM;14,670.00;9,037.75;3.50
Jun 14, 2023 8:30 AM;Jun 14, 2023 8:45 AM;14,712.00;8,478.50;122.50
Jun 14, 2023 8:45 AM;Jun 14, 2023 9:00 AM;14,698.50;7,833.25;310.25
Jun 14, 2023 9:00 AM;Jun 14, 2023 9:15 AM;14,618.50;7,094.00;87.25
Jun 14, 2023 9:15 AM;Jun 14, 2023 9:30 AM;14,653.50;6,553.75;205.75
Jun 14, 2023 9:30 AM;Jun 14, 2023 9:45 AM;14,882.25;6,241.25;229.25
Jun 14, 2023 9:45 AM;Jun 14, 2023 10:00 AM;14,799.75;5,636.75;293.50
Jun 14, 2023 10:00 AM;Jun 14, 2023 10:15 AM;14,785.25;5,093.00;134.75
Jun 14, 2023 10:15 AM;Jun 14, 2023 10:30 AM;14,789.25;4,612.75;215.25
Jun 14, 2023 10:30 AM;Jun 14, 2023 10:45 AM;14,880.75;4,283.00;442.75
Jun 14, 2023 10:45 AM;Jun 14, 2023 11:00 AM;14,964.25;4,039.00;548.25
Jun 14, 2023 11:00 AM;Jun 14, 2023 11:15 AM;14,990.50;3,796.50;602.25
Jun 14, 2023 11:15 AM;Jun 14, 2023 11:30 AM;15,090.00;3,688.00;709.25
Jun 14, 2023 11:30 AM;Jun 14, 2023 11:45 AM;15,182.25;3,662.75;792.50
Jun 14, 2023 11:45 AM;Jun 14, 2023 12:00 PM;15,138.50;3,581.50;777.75
Jun 14, 2023 12:00 PM;Jun 14, 2023 12:15 PM;15,036.50;3,525.50;627.75
Jun 14, 2023 12:15 PM;Jun 14, 2023 12:30 PM;15,050.25;3,558.50;645.25
Jun 14, 2023 12:30 PM;Jun 14, 2023 12:45 PM;14,994.00;3,587.50;625.50
Jun 14, 2023 12:45 PM;Jun 14, 2023 1:00 PM;14,974.75;3,615.50;628.25
Jun 14, 2023 1:00 PM;Jun 14, 2023 1:15 PM;14,971.50;3,645.75;746.25
Jun 14, 2023 1:15 PM;Jun 14, 2023 1:30 PM;14,943.00;3,732.25;759.50
Jun 14, 2023 1:30 PM;Jun 14, 2023 1:45 PM;14,882.50;3,748.25;809.00
Jun 14, 2023 1:45 PM;Jun 14, 2023 2:00 PM;14,782.75;3,824.25;936.50
Jun 14, 2023 2:00 PM;Jun 14, 2023 2:15 PM;14,752.25;3,917.75;1,161.75
Jun 14, 2023 2:15 PM;Jun 14, 2023 2:30 PM;14,729.50;4,017.75;1,145.25
Jun 14, 2023 2:30 PM;Jun 14, 2023 2:45 PM;14,763.25;4,161.25;1,151.50
Jun 14, 2023 2:45 PM;Jun 14, 2023 3:00 PM;14,787.25;4,440.75;1,100.25
Jun 14, 2023 3:00 PM;Jun 14, 2023 3:15 PM;14,704.25;4,602.25;1,145.25
Jun 14, 2023 3:15 PM;Jun 14, 2023 3:30 PM;14,520.50;4,674.50;1,142.25
Jun 14, 2023 3:30 PM;Jun 14, 2023 3:45 PM;14,516.75;4,933.00;1,030.00
Jun 14, 2023 3:45 PM;Jun 14, 2023 4:00 PM;14,472.50;5,174.50;838.25
Jun 14, 2023 4:00 PM;Jun 14, 2023 4:15 PM;14,346.50;5,387.25;657.25
Jun 14, 2023 4:15 PM;Jun 14, 2023 4:30 PM;14,283.00;5,620.00;531.50
Jun 14, 2023 4:30 PM;Jun 14, 2023 4:45 PM;14,095.25;5,869.50;282.00
Jun 14, 2023 4:45 PM;Jun 14, 2023 5:00 PM;14,027.75;6,182.25;294.25
Jun 14, 2023 5:00 PM;Jun 14, 2023 5:15 PM;14,057.25;6,607.75;441.25
Jun 14, 2023 5:15 PM;Jun 14, 2023 5:30 PM;14,124.50;7,143.25;329.75
Jun 14, 2023 5:30 PM;Jun 14, 2023 5:45 PM;14,100.25;7,493.75;184.25
Jun 14, 2023 5:45 PM;Jun 14, 2023 6:00 PM;14,191.25;7,997.00;163.25
Jun 14, 2023 6:00 PM;Jun 14, 2023 6:15 PM;14,251.00;8,459.50;202.25
Jun 14, 2023 6:15 PM;Jun 14, 2023 6:30 PM;14,163.00;8,816.50;74.00
Jun 14, 2023 6:30 PM;Jun 14, 2023 6:45 PM;14,158.00;9,241.50;26.50
Jun 14, 2023 6:45 PM;Jun 14, 2023 7:00 PM;14,218.75;9,689.75;3.25
Jun 14, 2023 7:00 PM;Jun 14, 2023 7:15 PM;14,110.75;9,925.00;2.25
Jun 14, 2023 7:15 PM;Jun 14, 2023 7:30 PM;14,070.50;10,281.75;2.25
Jun 14, 2023 7:30 PM;Jun 14, 2023 7:45 PM;14,039.00;10,569.25;2.25
Jun 14, 2023 7:45 PM;Jun 14, 2023 8:00 PM;13,937.75;10,765.00;2.00
Jun 14, 2023 8:00 PM;Jun 14, 2023 8:15 PM;13,818.25;10,889.25;2.00
Jun 14, 2023 8:15 PM;Jun 14, 2023 8:30 PM;13,637.00;10,932.25;2.00
Jun 14, 2023 8:30 PM;Jun 14, 2023 8:45 PM;13,575.75;11,073.75;2.00
Jun 14, 2023 8:45 PM;Jun 14, 2023 9:00 PM;13,404.75;11,081.75;2.00
Jun 14, 2023 9:00 PM;Jun 14, 2023 9:15 PM;13,221.50;11,002.25;1.75
Jun 14, 2023 9:15 PM;Jun 14, 2023 9:30 PM;13,026.25;10,759.75;2.00
Jun 14, 2023 9:30 PM;Jun 14, 2023 9:45 PM;12,903.00;10,586.75;2.00
Jun 14, 2023 9:45 PM;Jun 14, 2023 10:00 PM;12,864.00;10,554.50;2.75
Jun 14, 2023 10:00 PM;Jun 14, 2023 10:15 PM;12,711.00;10,396.75;3.50
Jun 14, 2023 10:15 PM;Jun 14, 2023 10:30 PM;12,430.25;10,043.25;3.00
Jun 14, 2023 10:30 PM;Jun 14, 2023 10:45 PM;12,209.25;9,771.75;30.00
Jun 14, 2023 10:45 PM;Jun 14, 2023 11:00 PM;12,088.75;9,590.25;16.00
Jun 14, 2023 11:00 PM;Jun 14, 2023 11:15 PM;11,776.75;9,233.00;33.75
Jun 14, 2023 11:15 PM;Jun 14, 2023 11:30 PM;11,448.50;8,897.75;47.25
Jun 14, 2023 11:30 PM;Jun 14, 2023 11:45 PM;11,322.25;8,786.25;21.75
Jun 14, 2023 11:45 PM;Jun 15, 2023 12:00 AM;11,226.75;8,704.50;142.50
Jun 15, 2023 12:00 AM;Jun 15, 2023 12:15 AM;11,035.75;8,524.00;152.00
Jun 15, 2023 12:15 AM;Jun 15, 2023 12:30 AM;10,853.75;8,360.00;165.75
Jun 15, 2023 12:30 AM;Jun 15, 2023 12:45 AM;10,737.50;8,300.75;352.75
Jun 15, 2023 12:45 AM;Jun 15, 2023 1:00 AM;10,660.25;8,327.75;479.50
Jun 15, 2023 1:00 AM;Jun 15, 2023 1:15 AM;10,662.25;8,445.75;609.00
Jun 15, 2023 1:15 AM;Jun 15, 2023 1:30 AM;10,515.00;8,378.75;618.75
Jun 15, 2023 1:30 AM;Jun 15, 2023 1:45 AM;10,510.25;8,445.25;530.00
Jun 15, 2023 1:45 AM;Jun 15, 2023 2:00 AM;10,451.75;8,487.00;679.75
Jun 15, 2023 2:00 AM;Jun 15, 2023 2:15 AM;10,336.25;8,487.50;731.75
Jun 15, 2023 2:15 AM;Jun 15, 2023 2:30 AM;10,275.00;8,541.00;681.25
Jun 15, 2023 2:30 AM;Jun 15, 2023 2:45 AM;10,264.25;8,631.75;630.25
Jun 15, 2023 2:45 AM;Jun 15, 2023 3:00 AM;10,273.25;8,720.75;672.00
Jun 15, 2023 3:00 AM;Jun 15, 2023 3:15 AM;10,249.75;8,779.50;708.25
Jun 15, 2023 3:15 AM;Jun 15, 2023 3:30 AM;10,285.00;8,872.50;677.00
Jun 15, 2023 3:30 AM;Jun 15, 2023 3:45 AM;10,285.00;8,947.25;648.75
Jun 15, 2023 3:45 AM;Jun 15, 2023 4:00 AM;10,220.75;8,927.25;506.50
Jun 15, 2023 4:00 AM;Jun 15, 2023 4:15 AM;10,250.25;8,988.75;518.75
Jun 15, 2023 4:15 AM;Jun 15, 2023 4:30 AM;10,312.00;9,080.00;388.50
Jun 15, 2023 4:30 AM;Jun 15, 2023 4:45 AM;10,347.50;9,133.25;343.25
Jun 15, 2023 4:45 AM;Jun 15, 2023 5:00 AM;10,376.25;9,190.00;382.75
Jun 15, 2023 5:00 AM;Jun 15, 2023 5:15 AM;10,561.00;9,376.50;260.25
Jun 15, 2023 5:15 AM;Jun 15, 2023 5:30 AM;10,630.25;9,394.25;188.50
Jun 15, 2023 5:30 AM;Jun 15, 2023 5:45 AM;10,912.25;9,612.50;190.50
Jun 15, 2023 5:45 AM;Jun 15, 2023 6:00 AM;11,245.50;9,840.75;135.50
Jun 15, 2023 6:00 AM;Jun 15, 2023 6:15 AM;11,931.75;10,391.25;172.75
Jun 15, 2023 6:15 AM;Jun 15, 2023 6:30 AM;12,329.75;10,627.00;64.75
Jun 15, 2023 6:30 AM;Jun 15, 2023 6:45 AM;12,686.75;10,777.75;47.25
Jun 15, 2023 6:45 AM;Jun 15, 2023 7:00 AM;13,079.00;10,917.50;67.50
Jun 15, 2023 7:00 AM;Jun 15, 2023 7:15 AM;13,522.75;11,085.00;38.25
Jun 15, 2023 7:15 AM;Jun 15, 2023 7:30 AM;13,766.50;11,030.25;36.75
Jun 15, 2023 7:30 AM;Jun 15, 2023 7:45 AM;13,984.25;10,925.75;36.75
Jun 15, 2023 7:45 AM;Jun 15, 2023 8:00 AM;14,201.00;10,805.25;38.50
Jun 15, 2023 8:00 AM;Jun 15, 2023 8:15 AM;14,367.25;10,599.50;8.00
Jun 15, 2023 8:15 AM;Jun 15, 2023 8:30 AM;14,515.75;10,333.50;3.75
Jun 15, 2023 8:30 AM;Jun 15, 2023 8:45 AM;14,590.25;9,969.75;4.00
Jun 15, 2023 8:45 AM;Jun 15, 2023 9:00 AM;14,601.00;9,506.50;5.00
Jun 15, 2023 9:00 AM;Jun 15, 2023 9:15 AM;14,501.25;8,894.25;3.00
Jun 15, 2023 9:15 AM;Jun 15, 2023 9:30 AM;14,612.50;8,488.50;8.25
Jun 15, 2023 9:30 AM;Jun 15, 2023 9:45 AM;14,764.50;8,121.25;126.00
Jun 15, 2023 9:45 AM;Jun 15, 2023 10:00 AM;14,717.50;7,581.25;291.00
Jun 15, 2023 10:00 AM;Jun 15, 2023 10:15 AM;14,732.00;7,144.75;130.25
Jun 15, 2023 10:15 AM;Jun 15, 2023 10:30 AM;14,747.50;6,791.75;271.75
Jun 15, 2023 10:30 AM;Jun 15, 2023 10:45 AM;14,887.75;6,646.00;415.00
Jun 15, 2023 10:45 AM;Jun 15, 2023 11:00 AM;14,929.50;6,467.75;492.25
Jun 15, 2023 11:00 AM;Jun 15, 2023 11:15 AM;15,015.25;6,364.50;321.25
Jun 15, 2023 11:15 AM;Jun 15, 2023 11:30 AM;15,096.75;6,354.25;344.75
Jun 15, 2023 11:30 AM;Jun 15, 2023 11:45 AM;15,182.00;6,403.00;268.00
Jun 15, 2023 11:45 AM;Jun 15, 2023 12:00 PM;15,173.50;6,334.25;293.25
Jun 15, 2023 12:00 PM;Jun 15, 2023 12:15 PM;15,105.50;6,229.50;464.25
Jun 15, 2023 12:15 PM;Jun 15, 2023 12:30 PM;15,021.00;6,097.00;532.50
Jun 15, 2023 12:30 PM;Jun 15, 2023 12:45 PM;15,025.50;6,064.50;547.75
Jun 15, 2023 12:45 PM;Jun 15, 2023 1:00 PM;15,010.00;6,100.50;517.25
Jun 15, 2023 1:00 PM;Jun 15, 2023 1:15 PM;14,960.75;6,128.00;610.25
Jun 15, 2023 1:15 PM;Jun 15, 2023 1:30 PM;14,905.00;6,056.50;697.25
Jun 15, 2023 1:30 PM;Jun 15, 2023 1:45 PM;14,833.00;6,037.75;719.25
Jun 15, 2023 1:45 PM;Jun 15, 2023 2:00 PM;14,690.25;5,850.25;801.00
Jun 15, 2023 2:00 PM;Jun 15, 2023 2:15 PM;14,663.75;5,854.75;805.75
Jun 15, 2023 2:15 PM;Jun 15, 2023 2:30 PM;14,547.50;5,746.00;816.25
Jun 15, 2023 2:30 PM;Jun 15, 2023 2:45 PM;14,556.00;5,828.00;821.25
Jun 15, 2023 2:45 PM;Jun 15, 2023 3:00 PM;14,440.50;5,804.00;852.00
Jun 15, 2023 3:00 PM;Jun 15, 2023 3:15 PM;14,368.25;5,880.00;737.50
Jun 15, 2023 3:15 PM;Jun 15, 2023 3:30 PM;14,340.00;5,997.25;661.25
Jun 15, 2023 3:30 PM;Jun 15, 2023 3:45 PM;14,284.00;6,135.75;673.00
Jun 15, 2023 3:45 PM;Jun 15, 2023 4:00 PM;14,238.50;6,265.25;613.00
Jun 15, 2023 4:00 PM;Jun 15, 2023 4:15 PM;14,163.25;6,438.50;690.00
Jun 15, 2023 4:15 PM;Jun 15, 2023 4:30 PM;14,108.25;6,617.50;619.50
Jun 15, 2023 4:30 PM;Jun 15, 2023 4:45 PM;14,008.25;6,887.50;523.75
Jun 15, 2023 4:45 PM;Jun 15, 2023 5:00 PM;13,966.00;7,177.75;445.50
Jun 15, 2023 5:00 PM;Jun 15, 2023 5:15 PM;14,007.00;7,589.00;486.50
Jun 15, 2023 5:15 PM;Jun 15, 2023 5:30 PM;14,029.00;7,958.75;236.00
Jun 15, 2023 5:30 PM;Jun 15, 2023 5:45 PM;14,069.50;8,366.75;77.00
Jun 15, 2023 5:45 PM;Jun 15, 2023 6:00 PM;14,030.50;8,760.50;44.00
Jun 15, 2023 6:00 PM;Jun 15, 2023 6:15 PM;14,100.50;9,223.00;217.25
Jun 15, 2023 6:15 PM;Jun 15, 2023 6:30 PM;14,019.00;9,562.00;149.25
Jun 15, 2023 6:30 PM;Jun 15, 2023 6:45 PM;14,012.75;9,921.00;13.00
Jun 15, 2023 6:45 PM;Jun 15, 2023 7:00 PM;14,072.25;10,410.75;3.25
Jun 15, 2023 7:00 PM;Jun 15, 2023 7:15 PM;14,095.50;10,824.75;4.25
Jun 15, 2023 7:15 PM;Jun 15, 2023 7:30 PM;14,077.50;11,191.00;4.25
Jun 15, 2023 7:30 PM;Jun 15, 2023 7:45 PM;14,078.75;11,515.00;1.75
Jun 15, 2023 7:45 PM;Jun 15, 2023 8:00 PM;13,984.50;11,674.00;1.00
Jun 15, 2023 8:00 PM;Jun 15, 2023 8:15 PM;13,873.75;11,861.50;1.00
Jun 15, 2023 8:15 PM;Jun 15, 2023 8:30 PM;13,711.25;11,944.75;1.00
Jun 15, 2023 8:30 PM;Jun 15, 2023 8:45 PM;13,557.00;11,993.00;1.00
Jun 15, 2023 8:45 PM;Jun 15, 2023 9:00 PM;13,448.25;12,025.75;1.00
Jun 15, 2023 9:00 PM;Jun 15, 2023 9:15 PM;13,381.00;12,025.50;1.00
Jun 15, 2023 9:15 PM;Jun 15, 2023 9:30 PM;13,228.00;11,852.75;1.00
Jun 15, 2023 9:30 PM;Jun 15, 2023 9:45 PM;13,046.75;11,673.50;1.25
Jun 15, 2023 9:45 PM;Jun 15, 2023 10:00 PM;12,954.25;11,629.75;1.25
Jun 15, 2023 10:00 PM;Jun 15, 2023 10:15 PM;12,825.00;11,567.25;1.25
Jun 15, 2023 10:15 PM;Jun 15, 2023 10:30 PM;12,604.50;11,368.75;1.25
Jun 15, 2023 10:30 PM;Jun 15, 2023 10:45 PM;12,348.75;11,132.00;2.75
Jun 15, 2023 10:45 PM;Jun 15, 2023 11:00 PM;12,144.00;10,946.75;64.50
Jun 15, 2023 11:00 PM;Jun 15, 2023 11:15 PM;11,868.75;10,663.75;7.00
Jun 15, 2023 11:15 PM;Jun 15, 2023 11:30 PM;11,656.75;10,438.00;4.75
Jun 15, 2023 11:30 PM;Jun 15, 2023 11:45 PM;11,446.50;10,221.50;25.25
Jun 15, 2023 11:45 PM;Jun 16, 2023 12:00 AM;11,228.25;10,012.50;124.00
Jun 16, 2023 12:00 AM;Jun 16, 2023 12:15 AM;11,011.50;9,811.00;32.00
Jun 16, 2023 12:15 AM;Jun 16, 2023 12:30 AM;10,882.25;9,702.50;26.25
Jun 16, 2023 12:30 AM;Jun 16, 2023 12:45 AM;10,729.50;9,575.00;39.75
Jun 16, 2023 12:45 AM;Jun 16, 2023 1:00 AM;10,592.25;9,455.00;35.75
Jun 16, 2023 1:00 AM;Jun 16, 2023 1:15 AM;10,542.25;9,438.00;28.75
Jun 16, 2023 1:15 AM;Jun 16, 2023 1:30 AM;10,387.50;9,322.75;13.25
Jun 16, 2023 1:30 AM;Jun 16, 2023 1:45 AM;10,336.50;9,290.00;54.75
Jun 16, 2023 1:45 AM;Jun 16, 2023 2:00 AM;10,280.25;9,208.50;82.75
Jun 16, 2023 2:00 AM;Jun 16, 2023 2:15 AM;10,219.75;9,151.50;131.50
Jun 16, 2023 2:15 AM;Jun 16, 2023 2:30 AM;10,160.75;9,128.25;249.25
Jun 16, 2023 2:30 AM;Jun 16, 2023 2:45 AM;10,187.75;9,166.00;281.00
Jun 16, 2023 2:45 AM;Jun 16, 2023 3:00 AM;10,173.75;9,161.75;322.25
Jun 16, 2023 3:00 AM;Jun 16, 2023 3:15 AM;10,284.75;9,296.75;455.00
Jun 16, 2023 3:15 AM;Jun 16, 2023 3:30 AM;10,320.25;9,334.50;477.25
Jun 16, 2023 3:30 AM;Jun 16, 2023 3:45 AM;10,347.75;9,339.25;472.00
Jun 16, 2023 3:45 AM;Jun 16, 2023 4:00 AM;10,266.75;9,263.50;496.75
Jun 16, 2023 4:00 AM;Jun 16, 2023 4:15 AM;10,334.50;9,331.25;621.25
Jun 16, 2023 4:15 AM;Jun 16, 2023 4:30 AM;10,319.25;9,304.25;452.75
Jun 16, 2023 4:30 AM;Jun 16, 2023 4:45 AM;10,417.25;9,394.00;397.75
Jun 16, 2023 4:45 AM;Jun 16, 2023 5:00 AM;10,480.00;9,437.75;372.25
Jun 16, 2023 5:00 AM;Jun 16, 2023 5:15 AM;10,642.50;9,555.25;243.25
Jun 16, 2023 5:15 AM;Jun 16, 2023 5:30 AM;10,758.50;9,585.00;216.00
Jun 16, 2023 5:30 AM;Jun 16, 2023 5:45 AM;11,060.75;9,812.50;244.75
Jun 16, 2023 5:45 AM;Jun 16, 2023 6:00 AM;11,348.75;9,993.00;119.50
Jun 16, 2023 6:00 AM;Jun 16, 2023 6:15 AM;12,046.50;10,576.25;158.50
Jun 16, 2023 6:15 AM;Jun 16, 2023 6:30 AM;12,466.25;10,859.25;85.75
Jun 16, 2023 6:30 AM;Jun 16, 2023 6:45 AM;12,845.00;11,030.25;12.75
Jun 16, 2023 6:45 AM;Jun 16, 2023 7:00 AM;13,169.00;11,133.75;5.25
Jun 16, 2023 7:00 AM;Jun 16, 2023 7:15 AM;13,576.25;11,316.25;4.00
Jun 16, 2023 7:15 AM;Jun 16, 2023 7:30 AM;13,898.25;11,376.50;3.25
Jun 16, 2023 7:30 AM;Jun 16, 2023 7:45 AM;14,023.50;11,210.25;3.00
Jun 16, 2023 7:45 AM;Jun 16, 2023 8:00 AM;14,202.50;11,056.50;4.25
Jun 16, 2023 8:00 AM;Jun 16, 2023 8:15 AM;14,461.75;10,930.25;3.50
Jun 16, 2023 8:15 AM;Jun 16, 2023 8:30 AM;14,581.75;10,628.50;3.75
Jun 16, 2023 8:30 AM;Jun 16, 2023 8:45 AM;14,730.75;10,345.50;18.75
Jun 16, 2023 8:45 AM;Jun 16, 2023 9:00 AM;14,732.25;9,928.75;54.25
Jun 16, 2023 9:00 AM;Jun 16, 2023 9:15 AM;14,616.75;9,354.00;9.00
Jun 16, 2023 9:15 AM;Jun 16, 2023 9:30 AM;14,690.50;8,976.25;8.00
Jun 16, 2023 9:30 AM;Jun 16, 2023 9:45 AM;14,794.75;8,652.50;44.50
Jun 16, 2023 9:45 AM;Jun 16, 2023 10:00 AM;14,840.25;8,337.25;193.00
Jun 16, 2023 10:00 AM;Jun 16, 2023 10:15 AM;14,805.75;7,942.75;125.75
Jun 16, 2023 10:15 AM;Jun 16, 2023 10:30 AM;14,814.00;7,642.00;131.00
Jun 16, 2023 10:30 AM;Jun 16, 2023 10:45 AM;14,864.75;7,444.00;227.50
Jun 16, 2023 10:45 AM;Jun 16, 2023 11:00 AM;14,885.25;7,303.50;357.50
Jun 16, 2023 11:00 AM;Jun 16, 2023 11:15 AM;14,929.50;7,264.50;314.00
Jun 16, 2023 11:15 AM;Jun 16, 2023 11:30 AM;14,981.25;7,202.25;408.00
Jun 16, 2023 11:30 AM;Jun 16, 2023 11:45 AM;15,086.75;7,183.50;481.25
Jun 16, 2023 11:45 AM;Jun 16, 2023 12:00 PM;15,021.25;7,028.50;595.50
Jun 16, 2023 12:00 PM;Jun 16, 2023 12:15 PM;14,872.00;6,714.75;616.50
Jun 16, 2023 12:15 PM;Jun 16, 2023 12:30 PM;14,825.75;6,483.75;698.25
Jun 16, 2023 12:30 PM;Jun 16, 2023 12:45 PM;14,786.25;6,325.25;800.75
Jun 16, 2023 12:45 PM;Jun 16, 2023 1:00 PM;14,919.75;6,338.75;932.50
Jun 16, 2023 1:00 PM;Jun 16, 2023 1:15 PM;14,822.25;6,165.50;973.75
Jun 16, 2023 1:15 PM;Jun 16, 2023 1:30 PM;14,654.00;5,922.50;922.25
Jun 16, 2023 1:30 PM;Jun 16, 2023 1:45 PM;14,520.75;5,743.75;1,049.00
Jun 16, 2023 1:45 PM;Jun 16, 2023 2:00 PM;14,434.00;5,521.00;1,161.50
Jun 16, 2023 2:00 PM;Jun 16, 2023 2:15 PM;14,295.00;5,259.75;1,014.00
Jun 16, 2023 2:15 PM;Jun 16, 2023 2:30 PM;14,273.25;5,312.25;979.00
Jun 16, 2023 2:30 PM;Jun 16, 2023 2:45 PM;14,202.75;5,309.25;918.25
Jun 16, 2023 2:45 PM;Jun 16, 2023 3:00 PM;14,209.00;5,403.25;934.50
Jun 16, 2023 3:00 PM;Jun 16, 2023 3:15 PM;14,210.25;5,518.00;1,024.25
Jun 16, 2023 3:15 PM;Jun 16, 2023 3:30 PM;14,172.75;5,709.75;1,017.00
Jun 16, 2023 3:30 PM;Jun 16, 2023 3:45 PM;14,138.50;5,831.25;914.00
Jun 16, 2023 3:45 PM;Jun 16, 2023 4:00 PM;14,038.50;6,011.00;862.00
Jun 16, 2023 4:00 PM;Jun 16, 2023 4:15 PM;14,029.75;6,269.50;872.50
Jun 16, 2023 4:15 PM;Jun 16, 2023 4:30 PM;13,969.50;6,389.75;617.50
Jun 16, 2023 4:30 PM;Jun 16, 2023 4:45 PM;13,907.25;6,547.25;449.00
Jun 16, 2023 4:45 PM;Jun 16, 2023 5:00 PM;13,905.00;6,829.50;325.75
Jun 16, 2023 5:00 PM;Jun 16, 2023 5:15 PM;13,974.25;7,173.75;419.25
Jun 16, 2023 5:15 PM;Jun 16, 2023 5:30 PM;13,848.75;7,406.00;224.25
Jun 16, 2023 5:30 PM;Jun 16, 2023 5:45 PM;13,707.00;7,648.75;54.50
Jun 16, 2023 5:45 PM;Jun 16, 2023 6:00 PM;13,782.25;8,159.00;27.00
Jun 16, 2023 6:00 PM;Jun 16, 2023 6:15 PM;13,782.75;8,506.75;330.50
Jun 16, 2023 6:15 PM;Jun 16, 2023 6:30 PM;13,714.75;8,769.75;169.00
Jun 16, 2023 6:30 PM;Jun 16, 2023 6:45 PM;13,703.00;9,272.00;38.50
Jun 16, 2023 6:45 PM;Jun 16, 2023 7:00 PM;13,791.25;9,760.50;7.00
Jun 16, 2023 7:00 PM;Jun 16, 2023 7:15 PM;13,829.75;10,226.25;30.50
Jun 16, 2023 7:15 PM;Jun 16, 2023 7:30 PM;13,623.75;10,423.00;4.75
Jun 16, 2023 7:30 PM;Jun 16, 2023 7:45 PM;13,548.25;10,759.50;3.00
Jun 16, 2023 7:45 PM;Jun 16, 2023 8:00 PM;13,412.00;11,022.75;3.00
Jun 16, 2023 8:00 PM;Jun 16, 2023 8:15 PM;13,274.25;11,185.75;3.00
Jun 16, 2023 8:15 PM;Jun 16, 2023 8:30 PM;13,112.75;11,291.00;3.00
Jun 16, 2023 8:30 PM;Jun 16, 2023 8:45 PM;13,036.75;11,439.50;2.75
Jun 16, 2023 8:45 PM;Jun 16, 2023 9:00 PM;12,870.25;11,435.50;2.75
Jun 16, 2023 9:00 PM;Jun 16, 2023 9:15 PM;12,678.00;11,349.50;2.75
Jun 16, 2023 9:15 PM;Jun 16, 2023 9:30 PM;12,541.00;11,238.25;2.50
Jun 16, 2023 9:30 PM;Jun 16, 2023 9:45 PM;12,420.25;11,151.75;2.50
Jun 16, 2023 9:45 PM;Jun 16, 2023 10:00 PM;12,272.25;11,106.25;2.50
Jun 16, 2023 10:00 PM;Jun 16, 2023 10:15 PM;12,169.50;11,079.25;2.50
Jun 16, 2023 10:15 PM;Jun 16, 2023 10:30 PM;12,056.00;10,973.75;2.50
Jun 16, 2023 10:30 PM;Jun 16, 2023 10:45 PM;11,852.50;10,780.25;2.50
Jun 16, 2023 10:45 PM;Jun 16, 2023 11:00 PM;11,657.25;10,562.50;2.50
Jun 16, 2023 11:00 PM;Jun 16, 2023 11:15 PM;11,379.25;10,305.25;2.50
Jun 16, 2023 11:15 PM;Jun 16, 2023 11:30 PM;11,214.25;10,151.75;2.75
Jun 16, 2023 11:30 PM;Jun 16, 2023 11:45 PM;11,008.50;9,959.00;3.00
Jun 16, 2023 11:45 PM;Jun 17, 2023 12:00 AM;10,841.00;9,821.50;25.75
Jun 17, 2023 12:00 AM;Jun 17, 2023 12:15 AM;10,627.75;9,658.75;42.75
Jun 17, 2023 12:15 AM;Jun 17, 2023 12:30 AM;10,531.50;9,566.00;20.25
Jun 17, 2023 12:30 AM;Jun 17, 2023 12:45 AM;10,433.00;9,500.00;22.50
Jun 17, 2023 12:45 AM;Jun 17, 2023 1:00 AM;10,251.00;9,371.00;22.50
Jun 17, 2023 1:00 AM;Jun 17, 2023 1:15 AM;10,086.25;9,241.25;33.75
Jun 17, 2023 1:15 AM;Jun 17, 2023 1:30 AM;10,083.75;9,264.50;58.25
Jun 17, 2023 1:30 AM;Jun 17, 2023 1:45 AM;9,964.25;9,183.25;25.00
Jun 17, 2023 1:45 AM;Jun 17, 2023 2:00 AM;9,892.75;9,151.50;28.75
Jun 17, 2023 2:00 AM;Jun 17, 2023 2:15 AM;9,798.25;9,087.50;45.25
Jun 17, 2023 2:15 AM;Jun 17, 2023 2:30 AM;9,659.50;8,973.75;59.50
Jun 17, 2023 2:30 AM;Jun 17, 2023 2:45 AM;9,592.25;8,920.75;48.00
Jun 17, 2023 2:45 AM;Jun 17, 2023 3:00 AM;9,583.25;8,900.00;39.25
Jun 17, 2023 3:00 AM;Jun 17, 2023 3:15 AM;9,571.00;8,873.75;58.00
Jun 17, 2023 3:15 AM;Jun 17, 2023 3:30 AM;9,530.00;8,807.75;66.75
Jun 17, 2023 3:30 AM;Jun 17, 2023 3:45 AM;9,470.75;8,724.00;75.75
Jun 17, 2023 3:45 AM;Jun 17, 2023 4:00 AM;9,482.50;8,740.00;87.50
Jun 17, 2023 4:00 AM;Jun 17, 2023 4:15 AM;9,429.75;8,695.25;78.25
Jun 17, 2023 4:15 AM;Jun 17, 2023 4:30 AM;9,417.75;8,699.50;80.75
