Start date;End date;Biomass [MW] Original resolutions;Hydropower [MW] Original resolutions;Wind offshore [MW] Original resolutions;Wind onshore [MW] Original resolutions;Photovoltaics [MW] Original resolutions;Other renewable [MW] Original resolutions;Nuclear [MW] Original resolutions;Lignite [MW] Original resolutions;Hard coal [MW] Original resolutions;Fossil gas [MW] Original resolutions;Hydro pumped storage [MW] Original resolutions;Other conventional [MW] Original resolutions
Jan 1, 2023;Jan 1, 2024;8,467.00;5,049.00;8,129.00;57,590.00;63,066.00;440.00;4,056.00;17,692.00;18,127.00;31,808.00;9,379.00;8,958.00
