Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
06.01.2023 18:30;06.01.2023 18:45;15.118,25;8.759,00;28,25
06.01.2023 18:45;06.01.2023 19:00;14.938,75;8.587,25;35,75
06.01.2023 19:00;06.01.2023 19:15;14.819,50;8.502,75;36,75
06.01.2023 19:15;06.01.2023 19:30;14.598,75;8.392,50;37,75
06.01.2023 19:30;06.01.2023 19:45;14.427,75;8.315,50;37,75
06.01.2023 19:45;06.01.2023 20:00;14.189,50;8.138,25;10,25
06.01.2023 20:00;06.01.2023 20:15;13.938,50;7.833,75;115,00
06.01.2023 20:15;06.01.2023 20:30;13.756,25;7.654,00;156,50
06.01.2023 20:30;06.01.2023 20:45;13.595,25;7.579,75;197,25
06.01.2023 20:45;06.01.2023 21:00;13.433,50;7.410,75;231,50
06.01.2023 21:00;06.01.2023 21:15;13.345,50;7.329,25;94,75
06.01.2023 21:15;06.01.2023 21:30;13.186,25;7.159,75;117,75
06.01.2023 21:30;06.01.2023 21:45;13.105,75;7.197,25;100,50
06.01.2023 21:45;06.01.2023 22:00;12.775,00;6.985,75;121,50
06.01.2023 22:00;06.01.2023 22:15;12.821,25;7.121,00;71,50
06.01.2023 22:15;06.01.2023 22:30;12.601,75;6.958,00;93,50
06.01.2023 22:30;06.01.2023 22:45;12.438,25;6.896,75;66,25
06.01.2023 22:45;06.01.2023 23:00;12.271,50;6.872,25;99,00
06.01.2023 23:00;06.01.2023 23:15;12.004,25;6.653,50;286,50
06.01.2023 23:15;06.01.2023 23:30;11.777,00;6.495,75;320,25
06.01.2023 23:30;06.01.2023 23:45;11.538,75;6.353,50;376,50
06.01.2023 23:45;07.01.2023 00:00;11.310,25;6.265,25;481,25
07.01.2023 00:00;07.01.2023 00:15;11.066,25;6.171,25;203,25
07.01.2023 00:15;07.01.2023 00:30;10.867,25;6.036,50;186,25
07.01.2023 00:30;07.01.2023 00:45;10.707,00;5.932,00;262,75
07.01.2023 00:45;07.01.2023 01:00;10.566,50;5.863,00;311,50
07.01.2023 01:00;07.01.2023 01:15;10.382,25;5.762,25;334,00
07.01.2023 01:15;07.01.2023 01:30;10.382,75;5.732,00;550,75
07.01.2023 01:30;07.01.2023 01:45;10.255,75;5.570,50;543,25
07.01.2023 01:45;07.01.2023 02:00;10.170,50;5.428,50;658,50
07.01.2023 02:00;07.01.2023 02:15;10.090,75;5.307,00;661,25
07.01.2023 02:15;07.01.2023 02:30;10.040,75;5.208,00;852,75
07.01.2023 02:30;07.01.2023 02:45;10.004,00;5.128,50;903,75
07.01.2023 02:45;07.01.2023 03:00;10.032,75;5.128,50;901,00
07.01.2023 03:00;07.01.2023 03:15;9.968,50;4.979,75;1.010,25
07.01.2023 03:15;07.01.2023 03:30;9.960,75;4.911,75;1.123,50
07.01.2023 03:30;07.01.2023 03:45;9.944,25;4.816,75;1.208,75
07.01.2023 03:45;07.01.2023 04:00;9.910,75;4.759,75;1.273,75
07.01.2023 04:00;07.01.2023 04:15;9.945,75;4.774,75;1.353,00
07.01.2023 04:15;07.01.2023 04:30;10.021,00;4.826,75;1.329,75
07.01.2023 04:30;07.01.2023 04:45;10.066,75;4.867,50;1.275,00
07.01.2023 04:45;07.01.2023 05:00;10.093,25;4.869,50;1.248,50
07.01.2023 05:00;07.01.2023 05:15;10.198,25;4.917,75;1.210,75
07.01.2023 05:15;07.01.2023 05:30;10.200,75;4.949,00;1.194,50
07.01.2023 05:30;07.01.2023 05:45;10.231,00;4.981,50;1.243,75
07.01.2023 05:45;07.01.2023 06:00;10.277,75;4.985,00;1.128,50
07.01.2023 06:00;07.01.2023 06:15;10.350,75;5.038,00;967,00
07.01.2023 06:15;07.01.2023 06:30;10.361,25;5.036,50;793,75
07.01.2023 06:30;07.01.2023 06:45;10.439,00;5.105,00;668,50
07.01.2023 06:45;07.01.2023 07:00;10.575,50;5.175,75;631,50
07.01.2023 07:00;07.01.2023 07:15;10.857,50;5.409,75;416,25
07.01.2023 07:15;07.01.2023 07:30;11.032,00;5.554,75;255,75
07.01.2023 07:30;07.01.2023 07:45;11.212,00;5.724,75;178,50
07.01.2023 07:45;07.01.2023 08:00;11.403,75;5.858,50;111,75
07.01.2023 08:00;07.01.2023 08:15;11.566,75;5.978,00;133,50
07.01.2023 08:15;07.01.2023 08:30;11.772,50;6.213,25;71,25
07.01.2023 08:30;07.01.2023 08:45;11.933,75;6.340,50;108,50
07.01.2023 08:45;07.01.2023 09:00;12.103,00;6.414,25;92,75
07.01.2023 09:00;07.01.2023 09:15;12.342,75;6.573,50;68,25
07.01.2023 09:15;07.01.2023 09:30;12.521,25;6.635,25;74,75
07.01.2023 09:30;07.01.2023 09:45;12.621,00;6.602,25;197,00
07.01.2023 09:45;07.01.2023 10:00;12.752,00;6.588,25;209,50
07.01.2023 10:00;07.01.2023 10:15;12.917,00;6.615,00;72,75
07.01.2023 10:15;07.01.2023 10:30;12.942,00;6.459,00;69,25
07.01.2023 10:30;07.01.2023 10:45;12.988,00;6.336,00;104,00
07.01.2023 10:45;07.01.2023 11:00;13.073,00;6.222,50;155,00
07.01.2023 11:00;07.01.2023 11:15;13.271,50;6.191,25;225,75
07.01.2023 11:15;07.01.2023 11:30;13.452,25;6.230,25;222,25
07.01.2023 11:30;07.01.2023 11:45;13.512,25;6.166,25;242,25
07.01.2023 11:45;07.01.2023 12:00;13.500,50;6.014,75;273,25
07.01.2023 12:00;07.01.2023 12:15;13.500,25;5.902,00;198,00
07.01.2023 12:15;07.01.2023 12:30;13.425,00;5.769,25;210,25
07.01.2023 12:30;07.01.2023 12:45;13.509,75;5.789,75;455,25
07.01.2023 12:45;07.01.2023 13:00;13.364,75;5.659,00;532,00
07.01.2023 13:00;07.01.2023 13:15;13.347,00;5.714,00;344,50
07.01.2023 13:15;07.01.2023 13:30;13.215,50;5.667,25;336,00
07.01.2023 13:30;07.01.2023 13:45;13.098,75;5.651,25;332,75
07.01.2023 13:45;07.01.2023 14:00;12.758,50;5.415,00;141,50
07.01.2023 14:00;07.01.2023 14:15;12.584,50;5.394,00;154,00
07.01.2023 14:15;07.01.2023 14:30;12.611,50;5.636,75;111,50
07.01.2023 14:30;07.01.2023 14:45;12.555,75;5.704,75;39,25
07.01.2023 14:45;07.01.2023 15:00;12.566,25;5.900,50;15,00
07.01.2023 15:00;07.01.2023 15:15;12.630,50;6.200,25;7,25
07.01.2023 15:15;07.01.2023 15:30;12.611,75;6.409,25;7,50
07.01.2023 15:30;07.01.2023 15:45;12.698,00;6.583,00;5,50
07.01.2023 15:45;07.01.2023 16:00;12.710,50;6.668,50;4,75
07.01.2023 16:00;07.01.2023 16:15;12.832,75;6.783,25;4,75
07.01.2023 16:15;07.01.2023 16:30;12.873,25;6.727,75;4,50
07.01.2023 16:30;07.01.2023 16:45;13.088,50;6.817,25;4,00
07.01.2023 16:45;07.01.2023 17:00;13.267,00;6.789,25;41,25
07.01.2023 17:00;07.01.2023 17:15;13.656,50;7.002,50;5,75
07.01.2023 17:15;07.01.2023 17:30;13.728,75;6.826,50;54,50
07.01.2023 17:30;07.01.2023 17:45;13.902,75;6.739,50;55,00
07.01.2023 17:45;07.01.2023 18:00;13.977,50;6.568,00;47,00
07.01.2023 18:00;07.01.2023 18:15;14.065,50;6.511,00;44,25
07.01.2023 18:15;07.01.2023 18:30;14.002,25;6.275,50;17,00
07.01.2023 18:30;07.01.2023 18:45;14.017,75;6.153,50;126,00
07.01.2023 18:45;07.01.2023 19:00;13.897,75;5.902,50;63,25
07.01.2023 19:00;07.01.2023 19:15;13.743,50;5.710,00;98,25
07.01.2023 19:15;07.01.2023 19:30;13.687,25;5.551,00;29,50
07.01.2023 19:30;07.01.2023 19:45;13.616,00;5.433,50;19,25
07.01.2023 19:45;07.01.2023 20:00;13.467,25;5.206,50;59,00
07.01.2023 20:00;07.01.2023 20:15;13.204,75;4.879,75;18,75
07.01.2023 20:15;07.01.2023 20:30;13.039,75;4.692,25;96,25
07.01.2023 20:30;07.01.2023 20:45;12.843,75;4.469,75;182,75
07.01.2023 20:45;07.01.2023 21:00;12.687,50;4.284,00;374,75
07.01.2023 21:00;07.01.2023 21:15;12.561,00;4.126,50;190,00
07.01.2023 21:15;07.01.2023 21:30;12.420,00;3.990,50;349,50
07.01.2023 21:30;07.01.2023 21:45;12.329,00;3.950,25;408,50
07.01.2023 21:45;07.01.2023 22:00;12.270,00;3.977,00;530,25
07.01.2023 22:00;07.01.2023 22:15;12.268,25;4.119,50;247,00
07.01.2023 22:15;07.01.2023 22:30;12.095,00;3.903,00;398,25
07.01.2023 22:30;07.01.2023 22:45;11.891,00;3.689,50;491,25
07.01.2023 22:45;07.01.2023 23:00;11.716,50;3.518,75;631,50
07.01.2023 23:00;07.01.2023 23:15;11.511,50;3.299,00;667,50
07.01.2023 23:15;07.01.2023 23:30;11.283,75;3.072,00;870,00
07.01.2023 23:30;07.01.2023 23:45;11.099,50;2.897,25;972,25
07.01.2023 23:45;08.01.2023 00:00;10.979,00;2.743,75;1.185,00
08.01.2023 00:00;08.01.2023 00:15;10.807,25;2.654,50;1.380,50
08.01.2023 00:15;08.01.2023 00:30;10.703,75;2.491,00;1.385,00
08.01.2023 00:30;08.01.2023 00:45;10.627,00;2.480,25;1.615,00
08.01.2023 00:45;08.01.2023 01:00;10.510,25;2.484,50;1.639,00
08.01.2023 01:00;08.01.2023 01:15;10.375,25;2.361,00;1.595,75
08.01.2023 01:15;08.01.2023 01:30;10.232,75;2.242,50;1.625,25
08.01.2023 01:30;08.01.2023 01:45;10.189,25;2.317,00;1.626,00
08.01.2023 01:45;08.01.2023 02:00;10.119,50;2.314,75;1.703,50
08.01.2023 02:00;08.01.2023 02:15;10.070,50;2.291,75;1.663,00
08.01.2023 02:15;08.01.2023 02:30;10.005,75;2.342,25;1.622,00
08.01.2023 02:30;08.01.2023 02:45;9.984,50;2.435,75;1.639,00
08.01.2023 02:45;08.01.2023 03:00;9.963,75;2.538,25;1.655,75
08.01.2023 03:00;08.01.2023 03:15;10.013,00;2.713,75;1.774,50
08.01.2023 03:15;08.01.2023 03:30;10.028,00;2.816,25;1.776,25
08.01.2023 03:30;08.01.2023 03:45;10.014,00;2.866,50;1.752,25
08.01.2023 03:45;08.01.2023 04:00;10.055,50;2.935,00;1.775,75
08.01.2023 04:00;08.01.2023 04:15;10.026,00;3.017,00;1.817,50
08.01.2023 04:15;08.01.2023 04:30;9.998,00;2.976,00;1.824,00
08.01.2023 04:30;08.01.2023 04:45;10.063,75;2.978,75;1.836,75
08.01.2023 04:45;08.01.2023 05:00;10.105,25;3.107,75;1.762,75
08.01.2023 05:00;08.01.2023 05:15;10.037,50;3.085,75;1.794,25
08.01.2023 05:15;08.01.2023 05:30;10.035,50;3.161,50;1.784,00
08.01.2023 05:30;08.01.2023 05:45;10.004,50;3.230,25;1.766,50
08.01.2023 05:45;08.01.2023 06:00;9.996,50;3.292,00;1.740,25
08.01.2023 06:00;08.01.2023 06:15;9.941,50;3.350,50;1.566,50
08.01.2023 06:15;08.01.2023 06:30;9.934,75;3.407,25;1.346,00
08.01.2023 06:30;08.01.2023 06:45;10.036,00;3.507,75;1.264,25
08.01.2023 06:45;08.01.2023 07:00;10.074,50;3.532,50;1.149,50
08.01.2023 07:00;08.01.2023 07:15;10.106,25;3.542,25;1.157,00
08.01.2023 07:15;08.01.2023 07:30;10.218,25;3.735,25;926,25
08.01.2023 07:30;08.01.2023 07:45;10.341,25;3.865,75;805,25
08.01.2023 07:45;08.01.2023 08:00;10.445,25;3.927,25;714,25
08.01.2023 08:00;08.01.2023 08:15;10.647,25;4.131,00;819,50
08.01.2023 08:15;08.01.2023 08:30;10.843,50;4.323,00;724,75
08.01.2023 08:30;08.01.2023 08:45;11.021,25;4.419,50;586,00
08.01.2023 08:45;08.01.2023 09:00;11.247,25;4.565,75;485,25
08.01.2023 09:00;08.01.2023 09:15;11.516,75;4.689,75;282,25
08.01.2023 09:15;08.01.2023 09:30;11.700,75;4.804,75;222,50
08.01.2023 09:30;08.01.2023 09:45;11.906,50;5.007,75;217,50
08.01.2023 09:45;08.01.2023 10:00;12.043,50;5.119,00;250,00
08.01.2023 10:00;08.01.2023 10:15;12.164,00;5.177,00;160,00
08.01.2023 10:15;08.01.2023 10:30;12.304,25;5.328,50;129,00
08.01.2023 10:30;08.01.2023 10:45;12.427,25;5.408,00;125,50
08.01.2023 10:45;08.01.2023 11:00;12.601,75;5.496,75;101,50
08.01.2023 11:00;08.01.2023 11:15;12.850,25;5.644,75;58,75
08.01.2023 11:15;08.01.2023 11:30;12.975,25;5.709,00;82,25
08.01.2023 11:30;08.01.2023 11:45;13.097,75;5.866,25;86,50
08.01.2023 11:45;08.01.2023 12:00;13.118,50;5.888,50;126,75
08.01.2023 12:00;08.01.2023 12:15;13.025,25;5.754,25;114,25
08.01.2023 12:15;08.01.2023 12:30;12.961,50;5.668,25;136,75
08.01.2023 12:30;08.01.2023 12:45;12.956,25;5.715,00;120,00
08.01.2023 12:45;08.01.2023 13:00;12.834,75;5.640,25;213,50
08.01.2023 13:00;08.01.2023 13:15;12.780,00;5.720,25;232,25
08.01.2023 13:15;08.01.2023 13:30;12.585,75;5.633,75;220,50
08.01.2023 13:30;08.01.2023 13:45;12.537,50;5.706,00;167,50
08.01.2023 13:45;08.01.2023 14:00;12.341,00;5.708,75;207,00
08.01.2023 14:00;08.01.2023 14:15;12.265,00;5.802,75;227,50
08.01.2023 14:15;08.01.2023 14:30;12.178,75;5.885,00;193,00
08.01.2023 14:30;08.01.2023 14:45;12.107,50;6.029,00;119,50
08.01.2023 14:45;08.01.2023 15:00;12.082,50;6.202,75;73,75
08.01.2023 15:00;08.01.2023 15:15;12.044,00;6.343,00;72,75
08.01.2023 15:15;08.01.2023 15:30;12.057,00;6.414,25;75,50
08.01.2023 15:30;08.01.2023 15:45;12.132,75;6.623,50;33,50
08.01.2023 15:45;08.01.2023 16:00;12.206,25;6.676,75;21,25
08.01.2023 16:00;08.01.2023 16:15;12.277,75;6.574,25;192,00
08.01.2023 16:15;08.01.2023 16:30;12.428,25;6.731,25;127,00
08.01.2023 16:30;08.01.2023 16:45;12.688,75;6.922,00;59,50
08.01.2023 16:45;08.01.2023 17:00;12.915,75;7.058,50;73,00
08.01.2023 17:00;08.01.2023 17:15;13.253,25;7.288,75;60,75
08.01.2023 17:15;08.01.2023 17:30;13.465,25;7.440,75;38,75
08.01.2023 17:30;08.01.2023 17:45;13.618,75;7.554,50;22,00
08.01.2023 17:45;08.01.2023 18:00;13.802,50;7.684,75;20,50
08.01.2023 18:00;08.01.2023 18:15;13.930,75;7.775,75;38,75
08.01.2023 18:15;08.01.2023 18:30;13.887,00;7.729,25;37,75
08.01.2023 18:30;08.01.2023 18:45;13.869,75;7.733,00;12,75
08.01.2023 18:45;08.01.2023 19:00;13.755,00;7.683,50;21,50
